< a a a a a a a a a a a a a a a a a a a a d >
[ Age    Foreign    Job    Status    History    Housing    Employ_Time    Depends    Balance    Aim    Amount    Duration    Savings    Rate    Guarantee    Residence_Time    Properties    Debits    Accounts    Phone    Granted ]
   47   Yes   Skilled            Female_Married   Paied        Free   7more        1   200More    TV            1377    24   100to500    4   None           2   None      None     1   Yes   Yes
   41   Yes   Skilled            Male_Single      Delays       Own    7more        1   0to200     Business      2503    30   100to500    4   None           2   Finance   Stores   2   No    Yes
   32   Yes   Skilled            Female_Married   Paied        Own    1Less        2   0to200     Business      2528    27   100Less     4   None           1   Finance   None     1   Yes   Yes
   35   Yes   Skilled            Female_Married   Paied        Free   7more        1   None       New_Car       5324    15   500to1000   1   None           4   None      None     1   No    Yes
   24   Yes   Skilled            Male_Single      Paied        Own    4to7         1   0to200     New_Car       6560    48   100to500    3   None           2   Finance   None     1   No    No
   25   Yes   Skilled            Female_Married   No_Credits   Rent   1Less        1   0to200     Furniture     2969    12   100Less     4   None           3   Finance   None     2   No    No
   25   Yes   Skilled            Female_Married   Paied        Own    7more        1   0to200     TV            1206    9    100Less     4   None           4   House     None     1   No    Yes
   37   Yes   Unskilled          Male_Single      Paied        Own    1to4         2   0to200     TV            2118    9    100Less     2   None           2   House     None     1   No    Yes
   32   Yes   Highly_Qualified   Male_Single      Critical     Own    7more        1   None       TV            629     18   500to1000   4   None           3   Finance   Bank     2   Yes   Yes
   35   Yes   Skilled            Female_Married   All_Paied    Free   7more        1   Negative   A46           1198    6    100Less     4   None           4   None      None     1   No    No
   46   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   None       Used_Car      2476    21   None        4   None           4   House     None     1   Yes   Yes
   25   Yes   Unskilled          Male_Single      Critical     Own    1to4         1   Negative   TV            1138    9    100Less     4   None           4   House     None     2   No    Yes
   27   Yes   Highly_Qualified   Male_Single      Paied        Own    4to7         1   0to200     New_Car       14027   60   100Less     4   None           2   None      None     1   Yes   No
   63   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       Used_Car      7596    30   None        1   None           4   Mobile    None     2   No    Yes
   40   Yes   Skilled            Male_Single      Critical     Own    7more        2   None       TV            3077    30   None        3   None           2   Mobile    None     2   Yes   Yes
   32   Yes   Highly_Qualified   Male_Single      Paied        Free   1to4         1   None       TV            1505    18   100Less     4   None           2   None      None     1   Yes   Yes
   31   Yes   Skilled            Male_Single      Critical     Own    1to4         1   200More    TV            3148    24   None        3   None           2   Mobile    None     2   Yes   Yes
   31   Yes   Skilled            Male_Married     No_Credits   Own    7more        1   0to200     Used_Car      6148    20   100to500    3   None           4   Mobile    Bank     2   Yes   Yes
   34   Yes   Highly_Qualified   Male_Single      No_Credits   Own    1Less        1   200More    TV            1337    9    100Less     4   None           2   Mobile    None     2   Yes   No
   24   Yes   Skilled            Female_Married   All_Paied    Rent   1Less        2   0to200     A46           433     6    1000More    4   None           2   Finance   Bank     1   No    No
   24   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   Negative   New_Car       1228    12   100Less     4   None           2   House     None     1   No    No
   66   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   0to200     TV            790     9    500to1000   4   None           3   House     None     1   No    Yes
   21   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   None       New_Car       2570    27   100Less     3   None           3   House     None     1   No    No
   41   Yes   Unskilled          Female_Married   Critical     Own    1to4         1   None       New_Car       250     6    1000More    2   None           2   House     Bank     2   No    Yes
   47   Yes   Unskilled          Male_Married     Critical     Own    1to4         1   None       TV            1316    15   500to1000   2   None           2   Finance   None     2   No    Yes
   25   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   Negative   TV            1882    18   100Less     4   None           4   Mobile    Bank     2   No    No
   59   Yes   Skilled            Female_Married   All_Paied    Rent   7more        1   0to200     Business      6416    48   100Less     4   None           3   None      None     1   No    No
   36   Yes   Skilled            Male_Divorced    Critical     Own    1to4         1   200More    Business      1275    24   1000More    2   None           4   House     None     2   Yes   Yes
   33   Yes   Skilled            Male_Single      Delays       Own    1Less        1   0to200     TV            6403    24   100Less     1   None           2   Mobile    None     1   No    Yes
   21   Yes   Unskilled          Male_Single      Paied        Rent   1to4         2   Negative   TV            1987    24   100Less     2   None           4   House     None     1   No    No
   44   Yes   Unskilled          Female_Married   Paied        Own    4to7         1   0to200     TV            760     8    100Less     4   Guarantor      2   House     None     1   No    Yes
